unique_transaction_id,transaction_status,obligatedamount,baseandexercisedoptionsvalue,baseandalloptionsvalue,maj_agency_cat,mod_agency,maj_fund_agency_cat,contractingofficeagencyid,contractingofficeid,fundingrequestingagencyid,fundingrequestingofficeid,fundedbyforeignentity,signeddate,effectivedate,currentcompletiondate,ultimatecompletiondate,lastdatetoorder,contractactiontype,reasonformodification,typeofcontractpricing,priceevaluationpercentdifference,subcontractplan,lettercontract,multiyearcontract,performancebasedservicecontract,majorprogramcode,contingencyhumanitarianpeacekeepingoperation,contractfinancing,costorpricingdata,costaccountingstandardsclause,descriptionofcontractrequirement,purchasecardaspaymentmethod,numberofactions,nationalinterestactioncode,progsourceagency,progsourceaccount,progsourcesubacct,account_title,rec_flag,typeofidc,multipleorsingleawardidc,programacronym,vendorname,vendoralternatename,vendorlegalorganizationname,vendordoingasbusinessname,divisionname,divisionnumberorofficecode,vendorenabled,vendorlocationdisableflag,ccrexception,streetaddress,streetaddress2,streetaddress3,city,state,zipcode,vendorcountrycode,vendor_state_code,vendor_cd,congressionaldistrict,vendorsitecode,vendoralternatesitecode,dunsnumber,parentdunsnumber,phoneno,faxno,registrationdate,renewaldate,mod_parent,locationcode,statecode,pop_state_code,placeofperformancecountrycode,placeofperformancezipcode,pop_cd,placeofperformancecongressionaldistrict,psc_cat,productorservicecode,systemequipmentcode,claimantprogramcode,principalnaicscode,informationtechnologycommercialitemcategory,gfe_gfp,useofepadesignatedproducts,recoveredmaterialclauses,seatransportation,contractbundling,consolidatedcontract,countryoforigin,placeofmanufacture,manufacturingorganizationtype,agencyid,piid,modnumber,transactionnumber,fiscal_year,idvagencyid,idvpiid,idvmodificationnumber,solicitationid,extentcompeted,reasonnotcompeted,numberofoffersreceived,commercialitemacquisitionprocedures,commercialitemtestprogram,smallbusinesscompetitivenessdemonstrationprogram,a76action,competitiveprocedures,solicitationprocedures,typeofsetaside,localareasetaside,evaluatedpreference,fedbizopps,research,statutoryexceptiontofairopportunity,organizationaltype,numberofemployees,annualrevenue,firm8aflag,hubzoneflag,sdbflag,issbacertifiedsmalldisadvantagedbusiness,shelteredworkshopflag,hbcuflag,educationalinstitutionflag,womenownedflag,veteranownedflag,srdvobflag,localgovernmentflag,minorityinstitutionflag,aiobflag,stategovernmentflag,federalgovernmentflag,minorityownedbusinessflag,apaobflag,tribalgovernmentflag,baobflag,naobflag,saaobflag,nonprofitorganizationflag,isothernotforprofitorganization,isforprofitorganization,isfoundation,haobflag,ishispanicservicinginstitution,emergingsmallbusinessflag,hospitalflag,contractingofficerbusinesssizedetermination,is1862landgrantcollege,is1890landgrantcollege,is1994landgrantcollege,isveterinarycollege,isveterinaryhospital,isprivateuniversityorcollege,isschoolofforestry,isstatecontrolledinstitutionofhigherlearning,isserviceprovider,receivescontracts,receivesgrants,receivescontractsandgrants,isairportauthority,iscouncilofgovernments,ishousingauthoritiespublicortribal,isinterstateentity,isplanningcommission,isportauthority,istransitauthority,issubchapterscorporation,islimitedliabilitycorporation,isforeignownedandlocated,isarchitectureandengineering,isdotcertifieddisadvantagedbusinessenterprise,iscitylocalgovernment,iscommunitydevelopedcorporationownedfirm,iscommunitydevelopmentcorporation,isconstructionfirm,ismanufacturerofgoods,iscorporateentitynottaxexempt,iscountylocalgovernment,isdomesticshelter,isfederalgovernmentagency,isfederallyfundedresearchanddevelopmentcorp,isforeigngovernment,isindiantribe,isintermunicipallocalgovernment,isinternationalorganization,islaborsurplusareafirm,islocalgovernmentowned,ismunicipalitylocalgovernment,isnativehawaiianownedorganizationorfirm,isotherbusinessororganization,isotherminorityowned,ispartnershiporlimitedliabilitypartnership,isschooldistrictlocalgovernment,issmallagriculturalcooperative,issoleproprietorship,istownshiplocalgovernment,istriballyownedfirm,istribalcollege,isalaskannativeownedcorporationorfirm,iscorporateentitytaxexempt,iswomenownedsmallbusiness,isecondisadvwomenownedsmallbusiness,isjointventurewomenownedsmallbusiness,isjointventureecondisadvwomenownedsmallbusiness,walshhealyact,servicecontractact,davisbaconact,clingercohenact,otherstatutoryauthority,interagencycontractingauthority
63e027d7bdb91a88d1d4092ce2b8f32b,active,6987.33,6987.33,6987.33,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",MY300: AMERICAN EMBASSY- KUALA LUMPUR,"1900: STATE, DEPARTMENT OF",A: BUREAU OF ADMINISTRATION,Not Applicable,09/30/2011,09/30/2011,09/30/2011,09/30/2011,,PO Purchase Order,: ,J: Firm Fixed Price,,B: PLAN NOT REQUIRED ,X,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,TONER CARTRIDGES,N: No,1,NONE: NONE,19,4519,001,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,01/03/2012,MISCELLANEOUS FOREIGN CONTRACTORS,,: ,: ,MYS: MALAYSIA,,ZZ,ZZ,75,7510: OFFICE SUPPLIES,: ,: ,453210: OFFICE SUPPLIES AND STATIONERY STORES,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,E: MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,D: Foreign-Owned Business Not Incorporated in the U.S.,"1900: STATE, DEPARTMENT OF",SMY30011M1973,0,0,2011,,,0,,F: COMPETED UNDER SAP,: ,1,A: ,N: No,: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,N,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
957aed768fabd0ee8de179df65fc9936,active,4735.24,4735.24,4735.24,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",IN650: AMERICAN EMBASSY- NEW DEHLI,"1900: STATE, DEPARTMENT OF",SCA: BUREAU OF SOUTH ASIAN AFFAIRS,Not Applicable,09/12/2011,09/12/2011,10/30/2011,11/30/2011,,PO Purchase Order,: ,J: Firm Fixed Price,,B: PLAN NOT REQUIRED ,X,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,PA- PRINTING AND MANUFACTURING OF SPAN ENVELOPES,N: No,1,NONE: NONE,19,0113,,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,01/03/2012,MISCELLANEOUS FOREIGN CONTRACTORS,,: ,: ,IND: INDIA,110021,ZZ,ZZ,75,7510: OFFICE SUPPLIES,: ,: ,424110: PRINTING AND WRITING PAPER MERCHANT WHOLESALERS,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,E: MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,D: Foreign-Owned Business Not Incorporated in the U.S.,"1900: STATE, DEPARTMENT OF",SIN65011M2168,0,0,2011,,,0,,F: COMPETED UNDER SAP,: ,4,A: ,N: No,: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,X,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
59d263023a630bde578aff7fff5ccc2c,active,3101.05,3101.05,3101.05,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",PK330: AMERICAN EMBASSY- ISLAMABAD,"1900: STATE, DEPARTMENT OF",SCA: BUREAU OF SOUTH ASIAN AFFAIRS,Not Applicable,07/20/2011,07/20/2011,07/25/2011,07/25/2011,,PO Purchase Order,: ,J: Firm Fixed Price,,B: PLAN NOT REQUIRED ,X,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,"""ISB-CONS: APC BACK-UPS RS 800 UPS - 540 WATT REQUIRED""",N: No,1,NONE: NONE,19,0113,,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,01/03/2012,MISCELLANEOUS FOREIGN CONTRACTORS,,: ,: ,PAK: PAKISTAN,,ZZ,ZZ,75,7510: OFFICE SUPPLIES,: ,: ,444130: HARDWARE STORES,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,E: MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,D: Foreign-Owned Business Not Incorporated in the U.S.,"1900: STATE, DEPARTMENT OF",SPK33011M5728,0,0,2011,,,0,,F: COMPETED UNDER SAP,: ,3,A: ,N: No,: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,X,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
0e2ef5e33945edd7154645a6815aa09d,active,5585.94,5585.94,5585.94,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",PK330: AMERICAN EMBASSY- ISLAMABAD,"1900: STATE, DEPARTMENT OF",INL: BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS,Not Applicable,02/23/2011,02/23/2011,04/14/2011,04/14/2011,,PO Purchase Order,: ,J: Firm Fixed Price,,B: PLAN NOT REQUIRED ,X,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,NAS - ISB (PHOTOCOPIERS FOR ANF),N: No,1,NONE: NONE,11,1022,,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,01/03/2012,MISCELLANEOUS FOREIGN CONTRACTORS,,: ,: ,PAK: PAKISTAN,,ZZ,ZZ,75,7510: OFFICE SUPPLIES,: ,: ,453210: OFFICE SUPPLIES AND STATIONERY STORES,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,H: MFG OUTSIDE U.S. - COMMERCIAL INFORMATION TECHNOLOGY,D: Foreign-Owned Business Not Incorporated in the U.S.,"1900: STATE, DEPARTMENT OF",SPK33011M4697,0,0,2011,,,0,,F: COMPETED UNDER SAP,: ,3,A: ,N: No,: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,N,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
68f69015828555ea1df94490071c74ac,active,3543.74,3543.74,3543.74,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",BN150: AMERICAN EMBASSY- COTONOU,"1900: STATE, DEPARTMENT OF",AF: BUREAU OF AFRICAN AFFAIRS,Not Applicable,07/12/2011,07/12/2011,07/25/2011,07/25/2011,,PO Purchase Order,: ,J: Firm Fixed Price,,B: PLAN NOT REQUIRED ,X,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,"220V UPSES FOR DESKTOPS - 80%ICASS, 20PROGRAM",N: No,1,NONE: NONE,19,0113,000,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,01/03/2012,MISCELLANEOUS FOREIGN CONTRACTORS,,: ,: ,BEN: BENIN,,ZZ,ZZ,75,7510: OFFICE SUPPLIES,: ,: ,453210: OFFICE SUPPLIES AND STATIONERY STORES,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,E: MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,D: Foreign-Owned Business Not Incorporated in the U.S.,"1900: STATE, DEPARTMENT OF",SBN15011M0285,0,0,2011,,,0,,F: COMPETED UNDER SAP,: ,3,A: ,N: No,: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,X,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
12f1ae643ab17668a8a1375b80aae4d7,active,4015.8,4015.8,4015.8,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",BL400: AMERICAN EMBASSY- LA PAZ,"1900: STATE, DEPARTMENT OF",WCF: BUREAU OF ADMINISTRATION (WORKING CAPITAL FUND),Not Applicable,07/05/2011,07/05/2011,07/07/2011,07/07/2011,,PO Purchase Order,: ,J: Firm Fixed Price,,B: PLAN NOT REQUIRED ,X,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,PAPER BOND LETTER SIZE,N: No,1,NONE: NONE,19,0113,,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,01/03/2012,MISCELLANEOUS FOREIGN CONTRACTORS,,: ,: ,BOL: BOLIVIA,,ZZ,ZZ,75,7510: OFFICE SUPPLIES,: ,: ,453210: OFFICE SUPPLIES AND STATIONERY STORES,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,H: MFG OUTSIDE U.S. - COMMERCIAL INFORMATION TECHNOLOGY,D: Foreign-Owned Business Not Incorporated in the U.S.,"1900: STATE, DEPARTMENT OF",SBL40011M0526,0,0,2011,,,0,,F: COMPETED UNDER SAP,: ,3,A: ,N: No,: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,X,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
15d81944a6c7a2e572a55b9e2560936e,active,2333.0,2333,2333,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",BK800: AMERICAN EMBASSY - SARAJEVO,"1900: STATE, DEPARTMENT OF",EUR: BUREAU OF EUROPEAN AND EURASIAN AFFAIRS,Not Applicable,04/13/2011,04/13/2011,04/13/2011,04/13/2011,,BPA Call Blanket Purchase Agreement,: ,J: Firm Fixed Price,,: ,X,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,DELIVERY ORDER FOR SERVICES FOR PURCHASE AN OFFICER SUPPLIES FOR MARCH 2011.,N: No,1,NONE: NONE,19,6166,008,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,11/11/2010,MISCELLANEOUS FOREIGN CONTRACTORS,,: ,: ,BIH: BOSNIA AND HERZEGOVINA,,ZZ,ZZ,75,7510: OFFICE SUPPLIES,: ,: ,423420: OFFICE EQUIPMENT MERCHANT WHOLESALERS,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,E: MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,D: Foreign-Owned Business Not Incorporated in the U.S.,"1900: STATE, DEPARTMENT OF",SBK80010A0004020,0,0,2011,1900,SBK80010A0004,0,,F: COMPETED UNDER SAP,: ,1,A: ,N: No,: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
0cfc786bae71f94dee96fab8c5855548,active,8017.45,8017.45,8017.45,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",GE500: AM. CONS. GEN.- FRANKFURT AM MAIN,"1900: STATE, DEPARTMENT OF",EUR: BUREAU OF EUROPEAN AND EURASIAN AFFAIRS,Not Applicable,09/29/2011,09/29/2011,10/17/2011,10/17/2011,,PO Purchase Order,: ,J: Firm Fixed Price,,B: PLAN NOT REQUIRED ,X,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,"SCANNERS, FUJITSU 6230",N: No,1,NONE: NONE,19,0113,000,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,01/03/2012,MISCELLANEOUS FOREIGN CONTRACTORS,,: ,: ,DEU: GERMANY,,ZZ,ZZ,75,7510: OFFICE SUPPLIES,: ,: ,423430: COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,E: MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,D: Foreign-Owned Business Not Incorporated in the U.S.,"1900: STATE, DEPARTMENT OF",SGE50011M0744,0,0,2011,,,0,,F: COMPETED UNDER SAP,: ,3,B: ,N: No,: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,N,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,A: Economy Act
837a3abdc3d84e7cfcd0de073d9debbd,active,3654.72,3654.72,3654.72,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",NI014: AM. EMBASSY-ABUJA,"1900: STATE, DEPARTMENT OF",AF: BUREAU OF AFRICAN AFFAIRS,Not Applicable,08/18/2011,08/18/2011,08/28/2011,09/28/2011,,PO Purchase Order,: ,J: Firm Fixed Price,,A: PLAN NOT INCLUDED - NO SUBCONTRACTING POSSIBILITIES ,X,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,SPECIAL REQUEST UPS,N: No,1,NONE: NONE,19,4519,,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,01/03/2012,MISCELLANEOUS FOREIGN CONTRACTORS,,: ,: ,NGA: NIGERIA,,ZZ,ZZ,75,7510: OFFICE SUPPLIES,: ,: ,423430: COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS,: ,N: Transaction does not use GFE/GFP,C: JUSTIFICATION - PRICE,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,D: MFG IN U.S.,D: Foreign-Owned Business Not Incorporated in the U.S.,"1900: STATE, DEPARTMENT OF",SNI01411M1407,0,0,2011,,,0,,F: COMPETED UNDER SAP,: ,3,A: ,N: No,: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,N,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
83839f4c00ca850b640df7e6ac8b60f2,active,17984.8,17984.8,17984.8,"1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF","1900: STATE, DEPARTMENT OF",GT500: AMERICAN EMBASSY- GUATEMALA CITY,"1900: STATE, DEPARTMENT OF",WHA: BUREAU OF WESTERN HEMISPHERE AFFAIRS,Not Applicable,04/08/2011,04/08/2011,11/30/2011,12/31/2012,,PO Purchase Order,: ,J: Firm Fixed Price,,B: PLAN NOT REQUIRED ,X,: ,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,,GSA - OFFICE/CLEANING SUPPLIES,N: No,1,NONE: NONE,20,1019,000,,,,: ,,MISCELLANEOUS FOREIGN CONTRACTORS,FEDERAL EGOV IAE INITIATIVE - GENERIC DUNS,MISCELLANEOUS FOREIGN CONTRACTORS,,,,,,,2011 CRYSTAL DR STE 911,,,ARLINGTON,VA,222023732,UNITED STATES,VA,VA08,VA08,123456787,222023732,123456787,123456787,7036053406,7036053454,01/20/2005,01/03/2012,MISCELLANEOUS FOREIGN CONTRACTORS,,: ,: ,GTM: GUATEMALA,,ZZ,ZZ,75,7510: OFFICE SUPPLIES,: ,: ,453210: OFFICE SUPPLIES AND STATIONERY STORES,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,: ,D: NOT A BUNDLED REQUIREMENT,N: No,: ,D: MFG IN U.S.,O: Other Foreign Entity (e.g. Foreign Government),"1900: STATE, DEPARTMENT OF",SGT50011M0179,0,0,2011,,,0,,F: COMPETED UNDER SAP,: ,3,A: ,N: No,: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,NONE: NO PREFERENCE USED,X,,,OTHER,10,1000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,X: Not Applicable
